,Material,Long Material Description,Supplier,Location,PIGCOM,Comments,Leadtime,Tank_Drum_Size, Intransit ,Intransit_Notes, Stock_CH01 , Stock_CH10 , monthly Chemical Forecast , monthly Consumption (6months) , monthly Consumption (3months) ,InHouse Stock InMonth,StockSet InHouse & Intransit,Current InHouse & Intransit, Buy To StockSet , ByTank , revised To Buy , stock included Buy , Aveage ForeCast Consumption , current Chemical Demand ,InHouse vs. curOrders,InHouse vs. oneMonth,
236,105008,BINDER M-RI 99,GSC GROUP S.P.A,O,COMPOUND,"RIM (white color), EF HERCULES,  AJAX TT, EFF BONO TT TIP,TORONTO TAB)",70,120," 4,840 ",2023-02-26::1000.0|||NaT::3840.0," 5,000 ", 784 ," 1,494 "," 1,444 "," 1,538 ",3.8,5.3,7, -   , -   ,,," 1,516 ", 181 ,"5,603 ","4,268 ",
237,104959,EX-LS-64-468,Stahl Singapore,O,COMPOUND,BUY MORE 225,25,25, 375 ,2023-02-12::200.0|||NaT::175.0, -   , 4 , -   , 111 , 142 ,0.1,3.8,5.3, -   , -   ,,, 71 , -   ,4 ,(67),
238,104706,AQUABASE HF LIQ,STAHL Germany,O,-,-,80,90, -   ,-, -   , -   , -   , -   ,,,5.7,0, -   , -   ,,,, -   ,0 ,,
239,105127,BIOTHANE UW 6522,ORCHID CHEM (NG?C LAN),D,-,Tipshine,14,120, -   ,-, -   , -   , -   , -   ,,,3.5,0, -   , -   ,,,, -   ,0 ,,
240,105167,Aquabase HP ,Stahl ,O,-,"STUCCO BY GEMATA=> xài h?t không mua n?a, chuy?n qua xài RODA CARE 5754",70,75, -   ,-, -   , -   , -   ," 2,262 ", 661 ,0,5.3,0," 1,749 ", 23.3 ,,, 330 , -   ,0 ,(330),
241,105658,AQUABASE UPH,Stahl ,O,-,STUCCO BY GEMATA=> check stock RODA CARE 5754 và check l?i v?i Technician ??i qua AQUABASE UPH (n?u ??i thì báo Singapore tr??c 3 tháng ?? keep stock và mua t?i Singapore),70,75, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
242,104910,RODA CARE 5754,TFL,O,-,STUCCO BY GEMATA=> check stock và check l?i v?i Technician ??i qua AQUABASE UPH (n?u ??i thì báo Singapore tr??c 3 tháng ?? keep stock và mua t?i Singapore),83,70, -   ,-," 22,500 "," 1,960 ", -   ," 1,667 "," 3,334 ",14.7,5.8,14.7, -   , -   ,,," 1,667 ", -   ,"24,460 ","22,793 ",
243,105218,FOUNDER ROLLER 2515 ,SAMIA,O,-,-,80,40, -   ,-, -   , -   , -   , -   ,,,5.7,0, -   , -   ,,,, -   ,0 ,,
244,105126,ANTIFOAM NS-165,Vina Hào D??ng,D,COMPOUND,"add on FISS water, Basemask 5755",14,25, -   ,-, -   , 93 , -   , 8 , 5 ,46.5,3.5,46.5, -   , -   ,,, 2 , -   ,93 ,91 ,
245,105173,SMITFIX G 9631,SMIT FINISHING S.P.A,O,COMPOUND,"Tên article có TIP : ROSSINI TT TIP,BRAZOS,SAPPA,PASKOA, BY CAST TIP,TORONTO TIP, ROCKPOINT TIP,EMO TIP,TSING,XANTUM",70,120, -   ,-," 15,120 ", 409 , 20 , 162 , 66 ,361.1,5.3,361.1, -   , -   ,,, 43 , -   ,"15,529 ","15,486 ",
246,105175,SMITFIX G 9633,SMIT FINISHING S.P.A,O,COMPOUND,"Tên Article có TIP,  TIPSHINE BY HAND & MILLIPUNTE",70,120, -   ,-," 8,640 ", 30 , -   , 77 , 30 ,578,5.3,578, -   , -   ,,, 15 , -   ,"8,670 ","8,655 ",
247,105600,EX-WT-35-703,STAHL Germany,O,COMPOUND,FISS ANKUR K TT,83,25, -   ,-, 240 , 95 , 32 , 39 , 43 ,8.8,5.8,8.8, -   , -   ,,, 38 , -   ,335 ,297 ,
248,105080,RODA CARE HB,TFL,O,COMPOUND,PRE HERCULES,83,100, -   ,-, -   , -   , 87 , -   ,,,5.8,0, -   , -   ,,,, 28 ,(28),,
249,105516,RODA CARE HB-B,TFL,O,-,"PRE HERCULES, AJAX TT",83,100, -   ,-," 2,100 ", 53 , -   , 123 , 114 ,37.8,5.8,37.8, -   , -   ,,, 57 , -   ,"2,153 ","2,096 ",
250,105255,MA-22-617,STAHL Spain,O,COMPOUND,"EF HERCULES, AJAX TT",71,25, -   ,-, 775 , 23 , 5 , 7 , 6 ,133,5.4,133, -   , -   ,,, 6 , 2 ,796 ,792 ,
251,105012,RODA FEEL KTA 950 BR ,TFL,O,COMPOUND,"FIS HERCULES, KELA FLESH SIDE BONO TT TIP",83,30, -   ,-, -   , -   , 220 , -   ,,,5.8,0, -   , -   ,,,, 157 ,(157),,
252,105203,RODA FIX 6306,TFL Brazil,O,COMPOUND,"FIS HERCULES, AJAX TT",83,200, -   ,-," 1,800 ", 159 , 41 , 91 , 106 ,26.5,5.8,26.5, -   , -   ,,, 74 , 13 ,"1,946 ","1,885 ",
253,105059,RODA FEEL S 2075-BR,TFL,O,COMPOUND,"ch?t này gi?ng RODA FEEL S 2075 , MILLING HERCULES, AJAX TT",83,10, -   ,-, 40 , -   , 3 , -   ,,,5.8,0, -   , -   ,,,, 1 ,39 ,,
254,104949,RODA BASE RECO 3,TFL,O,COMPOUND,"PRE-CAPRI, ANKUR K TT",83,120, -   ,-, 480 , 106 , 49 , 43 , 29 ,15,5.8,15, -   , -   ,,, 39 , -   ,586 ,547 ,
255,105349,RODA FEEL S 2075,TFL,O,-,"ch?t này gi?ng RODA FEEL S 2075-BR , MILLING HERCULES, AJAX TT",83,120, 120 ,NaT::120.0, 25 , 18 , -   , 2 , 1 ,43,0,163, -   , -   ,,, -   , -   ,43 ,43 ,
256,104951,SMITFIX RL 9549,SMIT FINISHING S.P.A,O,-,July08-Alan:Place an order for 360kg 9549 ASAP-cancel,83,120, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
257,105393,RODA FEEL KTA 950,TFL,O,COMPOUND,"FIS HERCULES, AJAX TT, FLESH SIDE , Tatto Milling",83,25, -   ,-, 975 , 116 , -   , 82 , 84 ,26,5.8,26, -   , -   ,,, 42 , -   ,"1,091 ","1,049 ",
258,105492,SELLA DERM YELLOW M2,TFL,O,COMPOUND,"pigment SIENA, EF WATER",83,25, -   ,-, 75 , 9 , 2 , 8 , 6 ,21,5.8,21, -   , -   ,,, 4 , 2 ,82 ,80 ,
259,104978,DARKWAX 6G,GSC,O,COMPOUND,THUNDER,70,120, -   ,-, 240 , 120 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,360 ,,
260,105158,FYL WAX 6G,GSC,O,-,THUNDER,70,120, -   ,-, -   , -   , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,0 ,,
261,105547,SELLA DERM LIGHT BLUE M2,TFL Italy,O,COMPOUND,pigment SIENA,83,25, -   ,-, 25 , 6 , -   , 1 , 1 ,31,0,31, -   , -   ,,, -   , -   ,31 ,31 ,
262,105548,SELLA DERM FUCSIA M2,TFL Italy,O,COMPOUND,pigment SIENA,83,25, -   ,-, -   , 12 , -   , 1 , 1 ,12,0,12, -   , -   ,,, -   , -   ,12 ,12 ,
263,105549,SELLA DERM ARANCIO M2,TFL Italy,O,COMPOUND,pigment SIENA ( không mua n?a khi nào h?t s? xài DHL ORANGE),83,25, 25 ,NaT::25.0, -   , 6 , 1 , 2 , 3 ,3,5.8,15.5, -   , -   ,,, 2 , -   ,6 ,4 ,
264,105409,RODA GROUND RECO 5,TFL Italy,O,COMPOUND,SIENA,83,120, -   ,-," 13,560 ", 75 , 30 , 109 , 45 ,358.8,5.8,358.8, -   , -   ,,, 38 , 6 ,"13,629 ","13,597 ",
265,105545,RODA WAX 4092,TFL Italy,O,COMPOUND,SIENA,83,110, -   ,-," 2,750 ", 69 , 10 , 33 , 11 ,281.9,5.8,281.9, -   , -   ,,, 10 , -   ,"2,819 ","2,809 ",
266,105369,RODA PUR ADX,TFL Italy,O,COMPOUND,SIENA,83,120, -   ,-," 2,640 ", 194 , 7 , 25 , 12 ,283.4,5.8,283.4, -   , -   ,,, 10 , -   ,"2,834 ","2,824 ",
267,104944,RODA OIL KCF 673,TFL Italy,O,COMPOUND,SIENA,83,110, -   ,-," 4,510 ", 170 , 66 , 97 , 48 ,82.1,5.8,82.1, -   , -   ,,, 57 , -   ,"4,680 ","4,623 ",
268,105063,FI 18988,STAHL,O,-,SIENA,70,25, -   ,-, -   , 23 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,23 ,,
269,105560,RODA FIX 5792/N2,TFL Italy,O,-,-,83,120, -   ,-, 120 , 78 , -   , 2 ,,,5.8,0, -   , -   ,,,, -   ,198 ,,
270,105621,RODA WAX KCF 604/N,TFL Italy,O,COMPOUND,SIENA,83,120, 600 ,NaT::360.0|||NaT::240.0," 2,640 ", 150 , 69 , 266 , 106 ,31.7,5.8,38.5, -   , -   ,,, 88 , 33 ,"2,757 ","2,702 ",
271,105626,NNXC R-16L,,O,-,sample-Shippiment Brazil to JBS Vietnan,83,30, -   ,-," 1,060 ", -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,"1,060 ",,
272,105685,PRIMEX 2293,GSC,O,-,sample-Chemicals for Chamois and Maestro ,70,5, -   ,-, 5 , 3 , -   , -   ,,,5.3,0, -   , -   ,,,, -   ,8 ,,
273,105193,ADDITIVE LIV 2455/2,GSC,O,-,sample-Chemicals for Chamois and Maestro ,83,5, -   ,-, 5 , 2 , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,7 ,,
274,105684,FYL WAX 2500,GSC,O,-,sample-Chemicals for Chamois and Maestro ,83,10, -   ,-, 10 , 5 , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,15 ,,
275,105682,FYL WAX 69,GSC,O,-,sample-Chemicals for Chamois and Maestro ,83,50, -   ,-, 120 , 2 , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,122 ,,
276,105638,PEVIT XVS 5491,GSC,O,-,Chemicals for Chamois and Maestro ,83,1, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
277,104930,RODA PUR WX,TFL,O,-,sample-Chemicals for Chamois and Maestro ,83,1, -   ,-, -   , 66 , -   , 2 , 4 ,33,5.8,33, -   , -   ,,, 2 , -   ,66 ,64 ,
278,,ISOLAC FUCSIA LP,GSC,O,-,Chemicals for Chamois and Maestro ,83,1, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
279,105612,SHADE FUXIA/EJ,GSC,O,-,-,83,10, -   ,-, -   , -   , -   , -   ,,,5.8,0, -   , -   ,,,, -   ,0 ,,
280,104948,RODA WAX 6311,TFL Brazil,O,-,-,83,120, 240 ,NaT::240.0, -   , 34 , -   , 16 , 25 ,2.8,5.8,22.8, -   , -   ,,, 12 , -   ,34 ,22 ,
