Material,Long Material Description,Batch,Unrestricted,Storage Location,Drops,Vendor Batch,SLED/BBD,Last Movement Date,Machine used for Drops,Prodn Supervisor
105278,LEVADERM YELLOW WB EXP 2210,1000903256,17.100,CH10,12,SL10K22105,10/1/2023,5/27/2023,,
105279,LEVADERM LEMON WB EXP 2303,1000150623,25,CH01,,1000150623,,6/15/2023,,
105279,LEVADERM LEMON WB EXP 2303,1000903258,21.800,CH10,12,SL10K12110,10/31/2023,5/27/2023,,
105282,BUTYL CELLOSOLVE (BCS),1000970495,188,CH01,,500875646,4/10/2028,6/16/2023,,
105283,BUTYL CARBITOL (BC),1000806326,18.820,CH10,1,50102A,11/4/2026,6/30/2023,,
105283,BUTYL CARBITOL (BC),1000806329,74.547,CH10,8,50102A,11/4/2026,7/6/2023,,
105283,BUTYL CARBITOL (BC),1000806331,126.500,CH10,1,50102A,11/4/2026,6/30/2023,,
105283,BUTYL CARBITOL (BC),1000900216,122.272,CH10,3,54154C,10/16/2027,7/5/2023,,
105283,BUTYL CARBITOL (BC),1000976623,23.710,CH10,,54154C,10/16/2027,7/7/2023,,
105284,LEVADERM LIGHT BROWN WB EXP 2256,1000903259,1,CH10,12,SL71D22104,7/31/2023,5/27/2023,,
105285,LEVADERM LEMON,1000903260,25,CH01,,SL10E12201,8/18/2023,11/30/2022,,
105285,LEVADERM LEMON,1000903261,25,CH01,,SL10E12201,8/18/2023,11/30/2022,,
105286,LEVADERM GREEN WB EXP 2215,1000903262,1.100,CH10,12,SL61F12106,5/31/2023,5/27/2023,,
105287,LEVADERM GREY WB EXP 2219,1000903263,9,CH10,12,SL81G12102,7/31/2023,5/27/2023,,
105288,MK REFLEX ZAFFERANO,1000901089,10,CH01,,22J01382,10/28/2023,11/23/2022,,
105288,MK REFLEX ZAFFERANO,1000901090,10,CH01,,22J01382,10/28/2023,11/23/2022,,
105288,MK REFLEX ZAFFERANO,1000901091,10,CH01,,22J01382,10/28/2023,11/23/2022,,
105288,MK REFLEX ZAFFERANO,1000901092,10,CH01,,22J01382,10/28/2023,11/23/2022,,
105289,MK REFLEX EBANO,1000901093,10,CH01,,22J01256,10/13/2023,11/23/2022,,
105289,MK REFLEX EBANO,1000901094,10,CH01,,22J01256,10/13/2023,11/23/2022,,
105289,MK REFLEX EBANO,1000901095,10,CH01,,22J01256,10/13/2023,11/23/2022,,
105289,MK REFLEX EBANO,1000901096,10,CH01,,22J01256,10/13/2023,11/23/2022,,
105290,MK REFLEX CILIEGIO,1000901097,10,CH01,,22J01383,10/28/2023,11/23/2022,,
105290,MK REFLEX CILIEGIO,1000901098,10,CH01,,22J01383,10/28/2023,11/23/2022,,
105290,MK REFLEX CILIEGIO,1000901099,10,CH01,,22J01383,10/28/2023,11/23/2022,,
105290,MK REFLEX CILIEGIO,1000901100,10,CH01,,22J01383,10/28/2023,11/23/2022,,
105291,MK REFLEX TURCHESE,1000901101,10,CH01,,22 E00218,5/13/2023,11/23/2022,15.05.2024,
105291,MK REFLEX TURCHESE,1000901102,10,CH01,,22 E00218,5/13/2023,11/23/2022,15.05.2024,
105291,MK REFLEX TURCHESE,1000901103,10,CH01,,22 E00218,5/13/2023,11/23/2022,15.05.2024,
105291,MK REFLEX TURCHESE,1000901104,10,CH01,,22 E00218,5/13/2023,11/23/2022,15.05.2024,
105299,MK REFLEX SMERALDO,1000901105,10,CH01,,22J01384,10/28/2023,11/23/2022,,
105299,MK REFLEX SMERALDO,1000901106,10,CH01,,22J01384,10/28/2023,11/23/2022,,
105299,MK REFLEX SMERALDO,1000901107,10,CH01,,22J01384,10/28/2023,11/23/2022,,
105299,MK REFLEX SMERALDO,1000901108,10,CH01,,22J01384,10/28/2023,11/23/2022,,
105302,RA-2,1000338636,39.300,CH10,71,11191633P3,11/15/2019,10/28/2020,15.05.2020,
105303,MK REFLEX MELANZANA,1000901109,10,CH01,,22J01385,10/28/2023,11/23/2022,,
105303,MK REFLEX MELANZANA,1000901110,10,CH01,,22J01385,10/28/2023,11/23/2022,,
105303,MK REFLEX MELANZANA,1000901111,10,CH01,,22J01385,10/28/2023,11/23/2022,,
105303,MK REFLEX MELANZANA,1000901112,10,CH01,,22J01385,10/28/2023,11/23/2022,,
105305,Busan 1346,1000339001,93.325,CH10,71,118853,4/1/2019,3/2/2023,01.10.2019,
105310,RODA LAC S 214/N,1000963397,110,CH01,,200623C401,9/27/2024,5/25/2023,,
105310,RODA LAC S 214/N,1000967133,110,CH01,,200623C401,9/27/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967134,110,CH01,,200623C401,9/27/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967135,110,CH01,,200623C401,9/27/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967136,110,CH01,,200623C401,9/27/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967137,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967138,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967139,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967140,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967141,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967142,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967143,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967144,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967145,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967146,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967147,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967148,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967149,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967150,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967151,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967152,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967153,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967154,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967155,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967156,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967157,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967158,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000967159,110,CH01,,200623D062,10/5/2024,6/6/2023,,
105310,RODA LAC S 214/N,1000974981,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974982,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974983,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974984,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974985,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974986,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974987,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974988,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974989,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974990,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974991,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974992,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974993,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974994,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974995,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974996,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974997,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974998,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000974999,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975000,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975001,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975002,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975003,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975004,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975005,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975006,110,CH01,,200623D316,10/24/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975007,110,CH01,,200623D382,11/1/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000975008,110,CH01,,200623D382,11/1/2024,6/28/2023,,
105310,RODA LAC S 214/N,1000976061,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976062,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976063,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976064,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976065,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976066,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976067,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976068,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976069,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976070,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976071,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976072,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976073,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976074,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976075,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976076,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976077,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976078,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976079,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976080,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976081,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976082,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976083,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976084,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976085,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976086,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976087,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976088,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976089,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976090,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976091,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976092,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976093,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976094,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976095,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976096,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976097,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976098,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976099,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976100,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976101,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976102,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976103,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976104,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976105,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976106,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976107,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976108,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976109,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976110,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976111,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976112,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976113,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976114,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976115,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976116,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976117,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000976118,110,CH01,,200623D308,10/18/2024,6/30/2023,,
105310,RODA LAC S 214/N,1000963407,13.285,CH10,,200623C401,9/27/2024,7/5/2023,,
105310,RODA LAC S 214/N,1000963412,367.824,CH10,,200623C401,9/27/2024,7/7/2023,,
105311,MK REFLEX RUBINO,1000901114,10,CH01,,22J01386,10/28/2023,11/23/2022,,
105311,MK REFLEX RUBINO,1000901115,10,CH01,,22J01386,10/28/2023,11/23/2022,,
105311,MK REFLEX RUBINO,1000901116,10,CH01,,22J01386,10/28/2023,11/23/2022,,
105316,PP 8055,1000441296,5,CH01,,11264570P5,7/1/2019,7/4/2019,NOTAPPROV,
105318,MK REFLEX CASTAGNO,1000901117,10,CH01,,22J10387,10/28/2023,11/23/2022,,
105318,MK REFLEX CASTAGNO,1000901118,10,CH01,,22J10387,10/28/2023,11/23/2022,,
105318,MK REFLEX CASTAGNO,1000901119,10,CH01,,22J10387,10/28/2023,11/23/2022,,
105318,MK REFLEX CASTAGNO,1000901120,10,CH01,,22J10387,10/28/2023,11/23/2022,,
105319,MK REFLEX AMBRA,1000901121,10,CH01,,22J01388,10/28/2023,11/23/2022,,
105319,MK REFLEX AMBRA,1000901122,10,CH01,,22J01388,10/28/2023,11/23/2022,,
105319,MK REFLEX AMBRA,1000901123,10,CH01,,22J01388,10/28/2023,11/23/2022,,
105319,MK REFLEX AMBRA,1000901124,10,CH01,,22J01388,10/28/2023,11/23/2022,,
105330,DOWELLISH TOP G7081,1000892155,5,CH20,,8202206170007ZS,6/17/2023,4/20/2023,,
105330,DOWELLISH TOP G7081,1000966685,10,CH20,,202303160009,3/16/2024,6/14/2023,,
105336,EX-SU-76-235,1000963471,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963472,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963473,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963474,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963475,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963476,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963588,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963589,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963590,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000963591,180,CH01,,11468514B0,12/8/2023,5/25/2023,,
105336,EX-SU-76-235,1000975904,180,CH01,,11489391B0,2/5/2024,6/30/2023,,
105336,EX-SU-76-235,1000975935,180,CH01,,11489391B0,2/5/2024,6/30/2023,,
105336,EX-SU-76-235,1000951971,172.563,CH10,,11468513B0,12/8/2023,7/7/2023,,
105349,RODA FEEL S 2075,1000832077,25,CH01,,200621K341,5/30/2023,3/25/2022,15.11.2023,
105349,RODA FEEL S 2075,1000937963,25,CH01,,200622A270,11/30/2023,3/22/2023,,
105349,RODA FEEL S 2075,1000954975,25,CH01,,200622J094,4/13/2024,5/5/2023,,
105349,RODA FEEL S 2075,1000954976,25,CH01,,200622J094,4/13/2024,5/5/2023,,
105349,RODA FEEL S 2075,1000954977,25,CH01,,200622J094,4/13/2024,5/5/2023,,
105349,RODA FEEL S 2075,1000957899,25,CH01,,200623C105,9/13/2024,5/14/2023,,
105349,RODA FEEL S 2075,1000841599,8.232,CH10,13,200621K341,5/30/2023,7/6/2023,,
105350,RODA FIX 5020,1000975948,120,CH01,,200623E 288,11/15/2024,6/30/2023,,
105350,RODA FIX 5020,1000463925,267.370,CH10,12,200619F001,12/8/2020,6/25/2023,08.06.2021,
105353,LS-64-296,1000778359,100,CH01,,11463520P0,9/20/2022,10/20/2021,17.09.2023,
105358,WASSERLAC 3013,1000974508,50,CH01,,F2313980,11/23/2023,6/27/2023,,
105358,WASSERLAC 3013,1000974509,50,CH01,,F2313980,11/23/2023,6/27/2023,,
105369,RODA PUR ADX,1000661047,120,CH01,,910120I069,3/15/2022,1/4/2021,17.09.2023,
105369,RODA PUR ADX,1000661048,120,CH01,,910120I069,3/15/2022,1/4/2021,17.09.2023,
105369,RODA PUR ADX,1000661049,120,CH01,,910120I069,3/15/2022,1/4/2021,17.09.2023,
105369,RODA PUR ADX,1000661050,120,CH01,,910120I069,3/15/2022,1/4/2021,17.09.2023,
105369,RODA PUR ADX,1000661051,120,CH01,,910120I069,3/15/2022,1/4/2021,17.09.2023,
105369,RODA PUR ADX,1000661052,120,CH01,,910120I069,3/15/2022,1/4/2021,17.09.2023,
105369,RODA PUR ADX,1000662898,120,CH01,,910120I039,3/13/2022,1/6/2021,17.09.2023,
105369,RODA PUR ADX,1000662899,120,CH01,,910120I039,3/13/2022,1/6/2021,17.09.2023,
105369,RODA PUR ADX,1000677186,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677187,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677188,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677189,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677190,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677191,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677192,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000677193,120,CH01,,910120J090,4/15/2022,1/30/2021,15.11.2023,
105369,RODA PUR ADX,1000749881,120,CH01,,910121B057,8/11/2022,6/29/2021,15.08.2023,
105369,RODA PUR ADX,1000749882,120,CH01,,910121B057,8/11/2022,6/29/2021,15.08.2023,
105369,RODA PUR ADX,1000749883,120,CH01,,910121B057,8/11/2022,6/29/2021,15.08.2023,
105369,RODA PUR ADX,1000749884,120,CH01,,910121B057,8/11/2022,6/29/2021,15.08.2023,
105369,RODA PUR ADX,1000749885,120,CH01,,910121B057,8/11/2022,6/29/2021,15.08.2023,
105369,RODA PUR ADX,1000661046,112.232,CH10,,910120I069,3/15/2022,7/6/2023,17.09.2023,
105369,RODA PUR ADX,1000662900,102,CH10,12,910120I039,3/13/2022,4/28/2023,,
105370,RODA FIX 5792/N,1000975942,120,CH01,,200623E 570,12/4/2024,6/30/2023,,
105373,RODA PUR 64,1000463924,110,CH10,12,200619F009,7/16/2020,10/26/2020,16.01.2021,
105374,PRODUCT FX-5264 DULL,1000454025,40,CH01,,200918K016,5/1/2020,8/6/2019,15.06.2023,
105375,PRODUCT FX-5284 GLOSS,1000975951,125,CH01,,200622K297,5/16/2024,6/30/2023,,
105376,TOPCELL VOC FREE,1000976796,1000,CH01,,401000049892,4/4/2024,7/3/2023,,
105376,TOPCELL VOC FREE,1000976798,1000,CH01,,401000049896,4/4/2024,7/3/2023,,
105376,TOPCELL VOC FREE,1000976799,1000,CH01,,401000049896,4/4/2024,7/3/2023,,
105376,TOPCELL VOC FREE,1000976801,1000,CH01,,401000049934,4/5/2024,7/3/2023,,
105376,TOPCELL VOC FREE,1000976794,810,CH10,,401000049892,4/4/2024,7/7/2023,,
105376,TOPCELL VOC FREE,1000976795,1000,CH10,,401000049892,4/4/2024,7/6/2023,,
105376,TOPCELL VOC FREE,1000976797,970,CH10,,401000049896,4/4/2024,7/6/2023,,
105376,TOPCELL VOC FREE,1000976800,1000,CH10,,401000049934,4/5/2024,7/6/2023,,
105384,SAMIANIL LUX VERDE,1000479483,25,CH01,,P07800,7/11/2020,10/10/2019,NOTAPPROV,
105384,SAMIANIL LUX VERDE,1000479484,25,CH01,,P07800,7/11/2020,10/10/2019,NOTAPPROV,
105384,SAMIANIL LUX VERDE,1000479485,25,CH01,,P07800,7/11/2020,10/10/2019,NOTAPPROV,
105384,SAMIANIL LUX VERDE,1000479486,25,CH01,,P07800,7/11/2020,10/10/2019,NOTAPPROV,
105385,SUPRONIL BLUE LD 5962,1000457079,1,CH01,,985956,,8/13/2019,,
105387,AQUALEN TOP LN.A,1000895894,5.050,CH20,,11613118W0,1/17/2024,6/12/2023,,
105393,RODA FEEL KTA 950,1000841605,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000841606,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000841607,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000841608,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000841609,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000841610,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000841611,25,CH01,,200621L074,12/16/2022,4/21/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000847823,25,CH01,,200621L074,12/16/2022,5/16/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000847824,25,CH01,,200621L074,12/16/2022,5/16/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000847825,25,CH01,,200621L074,12/16/2022,5/16/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000847826,25,CH01,,200621L074,12/16/2022,5/16/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000847827,25,CH01,,200621L074,12/16/2022,5/16/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000847828,25,CH01,,200621L074,12/16/2022,5/16/2022,15.06.2023,
105393,RODA FEEL KTA 950,1000967385,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967386,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967387,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967388,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967389,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967390,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967391,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967392,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967393,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967394,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967395,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967396,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967397,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967398,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967399,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967400,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967401,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967402,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967403,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967404,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967405,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967406,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967407,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967408,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000967409,25,CH01,,200623C114,3/12/2024,6/6/2023,,
105393,RODA FEEL KTA 950,1000975126,25,CH01,,200623C114,3/12/2024,6/28/2023,,
105393,RODA FEEL KTA 950,1000975127,25,CH01,,200623C114,3/12/2024,6/28/2023,,
105393,RODA FEEL KTA 950,1000975128,25,CH01,,200623C114,3/12/2024,6/28/2023,,
105393,RODA FEEL KTA 950,1000975129,25,CH01,,200623C114,3/12/2024,6/28/2023,,
105393,RODA FEEL KTA 950,1000975130,25,CH01,,200623C114,3/12/2024,6/28/2023,,
