Material,Component_Description,Consumption,Mon_Year
104965,RODA LINK C/70,854.81,Jan_21
104973,TFIX M 9562,1693.257,Jan_21
104978,DARKWAX 6G,37,Jan_21
104988,RM 2510,1410.2,Jan_21
104989,RM 1080,367.18,Jan_21
105008,BINDER M-RI 99,6077.9,Jan_21
105018,SAMIANIL CB ROSSO VIVO RP,0.287,Jan_21
105020,BASEMASK 5755/T2,3236,Jan_21
105025,RODA BASE AF-B,78.3,Jan_21
105026,RODA FIX 6271/C,1614.2,Jan_21
105027,RODA TEC AW,1567.3,Jan_21
105042,SAMIANIL CB ROSSO RP,5.851,Jan_21
105043,SAMIANIL CB BRUNO RP,4.97,Jan_21
105045,SAMIANIL CB NERO RP,44.39,Jan_21
105084,GEALUX QT,71.255,Jan_21
105086,EX WT 43 051,3063.9,Jan_21
105114,SODA CASTIC,325,Jan_21
105126,ANTIFOAM NS-165,106.629,Jan_21
105161,PM1–CLEANING,8170,Jan_21
105167,AQUABASE HP,16200,Jan_21
105173,SMITFIX G 9631,2444.237,Jan_21
105175,SMITFIX G 9633,1430.912,Jan_21
105203,RODA FIX 6306,357.9,Jan_21
105205,HM-22-132,206.71,Jan_21
105223,EXP AQ SYSTEM EF 91/8,3549.565,Jan_21
105255,MA-22-617,31.98,Jan_21
105256,XR-5525,23.792,Jan_21
105263,RODA FEEL 768/ N,139.153,Jan_21
105282,BUTYL CELLOSOLVE (BCS),376,Jan_21
105283,BUTYL CARBITOL (BC),377.623,Jan_21
105310,RODA LAC S 214/N,6079.726,Jan_21
105336,EX-SU-76-235,4059.743,Jan_21
105349,RODA FEEL S 2075,7.008,Jan_21
105369,RODA PUR ADX,34.829,Jan_21
105393,RODA FEEL KTA 950,338.828,Jan_21
105402,ICALAC SB1 MATT,100.25,Jan_21
105409,RODA GROUND RECO 5,140.928,Jan_21
105410,EX-WT-35-711,171.6,Jan_21
105455,OXY CAR CITRON HP,1.106,Jan_21
105457,OXY CAR MOGANO HP,18.889,Jan_21
105458,OXY CAR AMARANTH HP,1.742,Jan_21
105459,OXY CAR OCEAN BLUE HP,0.599,Jan_21
105460,OXY FINE BIANCO RD,121.136,Jan_21
105464,OPERA NERO FR,116.828,Jan_21
105465,OPERA OCRA DL,46.572,Jan_21
105466,OPERA ROSSO DL,0.741,Jan_21
105467,OPERA BRUNO DL,23.596,Jan_21
105468,OPERA GIALLO,37.926,Jan_21
105469,OPERA LIMONE,0.43,Jan_21
105470,OPERA TURCHESE,0.953,Jan_21
105471,OPERA PORPORA,1.08,Jan_21
105472,OPERA ARANCIO,2.056,Jan_21
105473,OPERA BLU,1.809,Jan_21
105475,OXY FINE VIOLETTO,0.99,Jan_21
105476,OPERA VINACCIA,0.34,Jan_21
105492,SELLA DERM YELLOW M2,41.595,Jan_21
105513,ISOLAC BIANCO N LP,36.384,Jan_21
105515,SAMIACEL OPACO 813 ET,4639.3,Jan_21
105516,RODA CARE HB-B,448.4,Jan_21
105545,RODA WAX 4092,49.8,Jan_21
105547,SELLA DERM LIGHT BLUE M2,0.4,Jan_21
105548,SELLA DERM FUCHSIA M2,0.133,Jan_21
105549,SELLA DERM ORANGE M2,1.579,Jan_21
105554,RODA LAC ON 3050-N3,37.453,Jan_21
105559,RODA BASE AF-B/N,190,Jan_21
105461,OXY CAR BROWN VIOLET HP,34,Jan_21
100094,ACRYSOL RM-825,13.914,Jan_22
100322,ICALAC SB 200,953.295,Jan_22
100413,MELIO FOAM AX-03,7.6,Jan_22
101261,EUDERM NAPPA SOFT S 2,306.766,Jan_22
104523,ORANGE DHL,0.4,Jan_22
104528,BI-372,16.156,Jan_22
104531,BLUE DHL,0.023,Jan_22
104541,CICLOESANONE *,598.717,Jan_22
104555,FI-70-306,99.902,Jan_22
104572,ICALAC SB 215,87.5,Jan_22
104624,RODA CRYL 137,196.429,Jan_22
104625,RODA FEEL S 930,97.323,Jan_22
104642,TOLUENE,6.49,Jan_22
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),175.769,Jan_22
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),51.325,Jan_22
104667,BINDER M-SM 118,373.251,Jan_22
104672,MP1,8184.925,Jan_22
104673,SE W 11 CONC,149.6,Jan_22
104676,MELIO PROMUL AP-39 A,1257.424,Jan_22
104680,MEK-CLEANING SOLVENT,433.727,Jan_22
104690,DC65,38.48,Jan_22
104691,TOUCHMILL C/WS,369.355,Jan_22
104727,DILUENT NITRO GL,16118.236,Jan_22
104728,PRIMEX UD 32,37.477,Jan_22
104729,TRUMP FINISH 6311,23.16,Jan_22
104744,ISOLAC ORANGE,1.454,Jan_22
104745,ISOLAC GIALLO ORO,30.583,Jan_22
104746,ISOLAC LEMON LP,9.929,Jan_22
104747,ISOLAC OCRA,17.095,Jan_22
104748,ISOLAC BRUNO,9.154,Jan_22
104749,ISOLAC BRUNO ROSSO,12.181,Jan_22
104750,ISOLAC ROSSO,2.9,Jan_22
104752,ISOLAC VIOLETTO,47.026,Jan_22
104753,ISOLAC TURCHESE,17.424,Jan_22
104754,ISOLAC NERO,100.871,Jan_22
104756,BRITEX BLACK,20.446,Jan_22
104757,BRITEX BROWN,3.649,Jan_22
104769,CONTEX AMARANTO,32.774,Jan_22
104773,TO-VI-97,461.779,Jan_22
104801,CONTEX ROSSO CO,159.768,Jan_22
104804,CONTEX ARANCIO ECP,13.108,Jan_22
104805,CONTEX FUCHSIA,6,Jan_22
104807,CONTEX BLU T,100.4,Jan_22
104824,NOVOLAC 750,377.997,Jan_22
104845,RODA FIX 5180 DULL,26,Jan_22
104846,RODA FEEL N 4,531.142,Jan_22
104847,RODA FEEL S 2081,104.061,Jan_22
104858,ISO PROPYLIC ALCOHOL,2.5,Jan_22
104867,BASEMASK 5000,514.621,Jan_22
104873,EX-WT-42-511,46.906,Jan_22
104877,CRX S 75 / NT,430.762,Jan_22
104891,LS-64-256,323.65,Jan_22
104923,TOP RT 10,84.214,Jan_22
104926,TOP 100 M,184.849,Jan_22
104928,RODA BASE 5615,602.79,Jan_22
104929,RODA BASE RECO 8,2516.75,Jan_22
104930,RODA PUR WX,21.66,Jan_22
104931,BINDER M-PR 400,16009.937,Jan_22
104932,BINDER W 212,3747.544,Jan_22
104937,MELIO AQUABASE W-MN,458.8,Jan_22
104938,COMPACT HP3,4392.746,Jan_22
104939,AQUAFIX LUCIDO 555,2740.281,Jan_22
104944,RODA OIL KCF 673,1665,Jan_22
104949,RODA BASE RECO 3,79.11,Jan_22
104959,EX-LS-64-468,30,Jan_22
104960,RODA LINK 5504/N,777.675,Jan_22
104962,RODA LEVELLER B-LM,181.664,Jan_22
104963,RODA CARE NL,2596.537,Jan_22
104964,RODA FIX 6271,1843.646,Jan_22
104965,RODA LINK C/70,594.399,Jan_22
104973,TFIX M 9562,1772.147,Jan_22
104988,RM 2510,534.788,Jan_22
104989,RM 1080,327.948,Jan_22
105008,BINDER M-RI 99,3270.402,Jan_22
105020,BASEMASK 5755/T2,440,Jan_22
105026,RODA FIX 6271/C,1094.485,Jan_22
105027,RODA TEC AW,1097.7,Jan_22
105042,SAMIANIL CB ROSSO RP,0.803,Jan_22
105043,SAMIANIL CB BRUNO RP,0.695,Jan_22
105045,SAMIANIL CB NERO RP,7.913,Jan_22
105084,GEALUX QT,3.99,Jan_22
105086,EX WT 43 051,2646.06,Jan_22
105114,SODA CASTIC,400,Jan_22
105126,ANTIFOAM NS-165,32.724,Jan_22
105167,AQUABASE HP,8250,Jan_22
105173,SMITFIX G 9631,2048.792,Jan_22
105175,SMITFIX G 9633,738.905,Jan_22
105203,RODA FIX 6306,51,Jan_22
105205,HM-22-132,76.48,Jan_22
105223,EXP AQ SYSTEM EF 91/8,2113.989,Jan_22
105255,MA-22-617,3.61,Jan_22
105256,XR-5525,25.071,Jan_22
105263,RODA FEEL 768/ N,52.295,Jan_22
105282,BUTYL CELLOSOLVE (BCS),188,Jan_22
105283,BUTYL CARBITOL (BC),255.583,Jan_22
105310,RODA LAC S 214/N,1944.794,Jan_22
105336,EX-SU-76-235,1164.991,Jan_22
105349,RODA FEEL S 2075,3.42,Jan_22
105369,RODA PUR ADX,227.763,Jan_22
105376,TOPCELL VOC FREE,5425.319,Jan_22
105393,RODA FEEL KTA 950,106.72,Jan_22
105402,ICALAC SB1 MATT,11.7,Jan_22
105409,RODA GROUND RECO 5,955.91,Jan_22
105410,EX-WT-35-711,2358.7,Jan_22
105455,OXY CAR CITRON HP,62.584,Jan_22
105457,OXY CAR MOGANO HP,64.665,Jan_22
105458,OXY CAR AMARANTH HP,13.647,Jan_22
105459,OXY CAR OCEAN BLUE HP,37.488,Jan_22
105460,OXY FINE BIANCO RD,2418.376,Jan_22
105461,OXY CAR BROWN VIOLET HP,276.72,Jan_22
105462,OPERA RUBINO,5.91,Jan_22
105463,OPERA VERDE,56.845,Jan_22
105464,OPERA NERO FR,1590.405,Jan_22
105465,OPERA OCRA DL,979.186,Jan_22
105466,OPERA ROSSO DL,43.285,Jan_22
105467,OPERA BRUNO DL,172.833,Jan_22
105468,OPERA GIALLO,314.896,Jan_22
105469,OPERA LIMONE,199.778,Jan_22
105470,OPERA TURCHESE,90.687,Jan_22
105471,OPERA PORPORA,110.733,Jan_22
105472,OPERA ARANCIO,26.781,Jan_22
105473,OPERA BLU,36.287,Jan_22
105474,OXY CAR BORDEAUX HP,20.577,Jan_22
105475,OXY FINE VIOLETTO,1.803,Jan_22
105476,OPERA VINACCIA,132.367,Jan_22
105492,SELLA DERM YELLOW M2,12.674,Jan_22
105505,ASTACIN FINISH PUMN TF,2179.902,Jan_22
105513,ISOLAC BIANCO N LP,11.589,Jan_22
105515,SAMIACEL OPACO 813 ET,1678.8,Jan_22
105516,RODA CARE HB-B,85.5,Jan_22
105533,SAMIACEL LACCA 793 ET,304.951,Jan_22
105534,SAMIACEL MACCHIA 3338 ET,160.596,Jan_22
105535,OPERA MANDARINO,75.109,Jan_22
105545,RODA WAX 4092,313.098,Jan_22
105547,SELLA DERM LIGHT BLUE M2,2.015,Jan_22
105548,SELLA DERM FUCHSIA M2,1.455,Jan_22
105549,SELLA DERM ORANGE M2,11.365,Jan_22
105550,RODA PUR K 312/F,486.631,Jan_22
105554,RODA LAC ON 3050-N3,69.05,Jan_22
105559,RODA BASE AF-B/N,197.383,Jan_22
105600,EX-WT-35-703,18,Jan_22
105621,RODA WAX KCF 604/N,2179.57,Jan_22
105652,RODA CAR B98,16.68,Jan_22
105653,RODA PENETR 710,9.36,Jan_22
105655,PRIMAL LH 500,738.354,Jan_22
105656,PRIMAL LH 550,667.219,Jan_22
105712,FINISHING KT-468,78,Jan_22
100041,PRIMAL SB100,1745.505,Jul_20
100094,ACRYSOL RM-825,343.15,Jul_20
100322,ICALAC SB 200,2013.554,Jul_20
100413,MELIO FOAM AX-03,72.506,Jul_20
101261,EUDERM NAPPA SOFT S 2,805.661,Jul_20
104202,GEABIND 1530,152.4,Jul_20
104221,PRIMAL SB-150,1267.964,Jul_20
104395,GEAWAX FOSCOS 25,110.3,Jul_20
104523,ORANGE DHL,1.042,Jul_20
104528,BI-372,10.2,Jul_20
104531,BLUE DHL,0.065,Jul_20
104541,CICLOESANONE *,1904.585,Jul_20
104555,FI-70-306,405.6,Jul_20
104557,CONTEX GIALLO PK,286.503,Jul_20
104564,HM-283,0.1,Jul_20
104572,ICALAC SB 215,676.7,Jul_20
104580,LAMSOFT L12 CONC.,172,Jul_20
104597,MAXTOP RM,15,Jul_20
104624,RODA CRYL 137,263.476,Jul_20
104625,RODA FEEL S 930,195.6,Jul_20
104634,RUBY DHL,0.133,Jul_20
104642,TOLUENE,153.13,Jul_20
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),16.25,Jul_20
104667,BINDER M-SM 118,4103.4,Jul_20
104672,MP1,4295.287,Jul_20
104676,MELIO PROMUL AP-39 A,3453.229,Jul_20
104680,MEK-CLEANING SOLVENT,705.72,Jul_20
104689,CERANIL D 1188,0.2,Jul_20
104690,DC65,1.74,Jul_20
104703,SMITFIX G 9058,42.156,Jul_20
104708,NOVA M 16/NF,97.385,Jul_20
104727,DILUENT NITRO GL,41007.054,Jul_20
104728,PRIMEX UD 32,388,Jul_20
104729,TRUMP FINISH 6311,56.2,Jul_20
104734,TOUCHMILL C/FAT,40,Jul_20
104743,ISOLAC BIANCO,41.94,Jul_20
104744,ISOLAC ORANGE,4.195,Jul_20
104745,ISOLAC GIALLO ORO,183.432,Jul_20
104746,ISOLAC LEMON LP,33.385,Jul_20
104747,ISOLAC OCRA,36.833,Jul_20
104748,ISOLAC BRUNO,17.87,Jul_20
104749,ISOLAC BRUNO ROSSO,79.391,Jul_20
104750,ISOLAC ROSSO,53.373,Jul_20
104752,ISOLAC VIOLETTO,279.132,Jul_20
104753,ISOLAC TURCHESE,64.028,Jul_20
104754,ISOLAC NERO,642.84,Jul_20
104756,BRITEX BLACK,46.408,Jul_20
104757,BRITEX BROWN,94.3,Jul_20
104767,CONTEX ZITRON,136.715,Jul_20
104768,CONTEX BRUNO R,321.237,Jul_20
104769,CONTEX AMARANTO,55.584,Jul_20
104770,CONTEX BLUE MARINE,119.68,Jul_20
104771,CONTEX VERDE,85.048,Jul_20
104773,TO-VI-97,742.028,Jul_20
104786,CERA ST,109,Jul_20
104794,RODA LAC ON 3050-N,1104.405,Jul_20
104795,PM-4800,11.565,Jul_20
104797,CONTEX BIANCO ULTRA DOS,4673.617,Jul_20
104798,CONTEX BRUNO V,568.249,Jul_20
104799,CONTEX NERO M,1878.139,Jul_20
104800,CONTEX OCRA,2187.892,Jul_20
104801,CONTEX ROSSO CO,250.886,Jul_20
104802,CONTEX BRUNO,1111.423,Jul_20
104803,CONTEX GIALLO ECP,959.649,Jul_20
104804,CONTEX ARANCIO ECP,129.555,Jul_20
104805,CONTEX FUCHSIA,51.355,Jul_20
104806,CONTEX LEMON C,234.656,Jul_20
104807,CONTEX BLU T,148.605,Jul_20
104808,CONTEX TURCHESE T,147.455,Jul_20
104809,CONTEX VIOLETTO R,536.938,Jul_20
104810,CONTEX ROSSO HTR-CO,1.972,Jul_20
104812,NOVA NT/L NF,150,Jul_20
104824,NOVOLAC 750,13958.841,Jul_20
104846,RODA FEEL N 4,797.529,Jul_20
104847,RODA FEEL S 2081,67.361,Jul_20
104852,RU 74-987,227.659,Jul_20
104854,RODA PUR K 312,68.5,Jul_20
104858,ISO PROPYLIC ALCOHOL,4.5,Jul_20
104867,BASEMASK 5000,2971.6,Jul_20
104873,EX-WT-42-511,145.966,Jul_20
104877,CRX S 75 / NT,1076.993,Jul_20
104891,LS-64-256,2754.15,Jul_20
104902,SAMIACEL MACCHIA 3338,425.42,Jul_20
104914,SAMIACEL LACCA 793,862.1,Jul_20
104915,SAMIACEL OPACO 813,2601.45,Jul_20
104923,TOP RT 10,39.545,Jul_20
104926,TOP 100 M,96.225,Jul_20
104928,RODA BASE 5615,1365.2,Jul_20
104929,RODA BASE RECO 8,12824.356,Jul_20
104931,BINDER M-PR 400,34269.6,Jul_20
104932,BINDER W 212,10843.3,Jul_20
104937,MELIO AQUABASE W-MN,478.2,Jul_20
104938,COMPACT HP3,6936.7,Jul_20
104939,AQUAFIX LUCIDO 555,3131.838,Jul_20
104949,RODA BASE RECO 3,30,Jul_20
104951,SMITFIX RL 9549,10,Jul_20
104959,EX-LS-64-468,160,Jul_20
104960,RODA LINK 5504/N,1342.291,Jul_20
104961,RODA PUR 65,5695.178,Jul_20
104962,RODA LEVELLER B-LM,199.022,Jul_20
104963,RODA CARE NL,3140.77,Jul_20
104964,RODA FIX 6271,4358.174,Jul_20
104965,RODA LINK C/70,421.699,Jul_20
104973,TFIX M 9562,543.755,Jul_20
104988,RM 2510,593.5,Jul_20
104989,RM 1080,254.25,Jul_20
105008,BINDER M-RI 99,3443.5,Jul_20
105018,SAMIANIL CB ROSSO VIVO RP,0.06,Jul_20
105020,BASEMASK 5755/T2,4800,Jul_20
105025,RODA BASE AF-B,90.1,Jul_20
105026,RODA FIX 6271/C,1775.989,Jul_20
105027,RODA TEC AW,1720.353,Jul_20
105042,SAMIANIL CB ROSSO RP,1.499,Jul_20
105043,SAMIANIL CB BRUNO RP,12.849,Jul_20
105045,SAMIANIL CB NERO RP,8.889,Jul_20
105080,RODA CARE HB,184.1,Jul_20
105084,GEALUX QT,138.25,Jul_20
105086,EX WT 43 051,1131.17,Jul_20
105126,ANTIFOAM NS-165,249.892,Jul_20
105161,PM1–CLEANING,8740,Jul_20
105167,AQUABASE HP,9139,Jul_20
105173,SMITFIX G 9631,537.109,Jul_20
105175,SMITFIX G 9633,301.774,Jul_20
105203,RODA FIX 6306,39.76,Jul_20
105205,HM-22-132,178.7,Jul_20
105223,EXP AQ SYSTEM EF 91/8,2151.6,Jul_20
105244,RODA LINK 5777,5,Jul_20
105255,MA-22-617,8.3,Jul_20
105256,XR-5525,26.938,Jul_20
105263,RODA FEEL 768/ N,13.935,Jul_20
105282,BUTYL CELLOSOLVE (BCS),188,Jul_20
105283,BUTYL CARBITOL (BC),393.851,Jul_20
105310,RODA LAC S 214/N,5733.9,Jul_20
105336,EX-SU-76-235,3633.125,Jul_20
105370,RODA FIX 5792/N,28.92,Jul_20
105376,TOPCELL VOC FREE,900,Jul_20
105393,RODA FEEL KTA 950,133.23,Jul_20
105402,ICALAC SB1 MATT,195,Jul_20
105410,EX-WT-35-711,573.2,Jul_20
105411,XR-2514,89.584,Jul_20
105412,AMONIAC 22?,5,Jul_20
105460,OXY FINE BIANCO RD,86.662,Jul_20
105464,OPERA NERO FR,6.346,Jul_20
105465,OPERA OCRA DL,123.623,Jul_20
105466,OPERA ROSSO DL,0.982,Jul_20
105467,OPERA BRUNO DL,4.963,Jul_20
105468,OPERA GIALLO,20.925,Jul_20
105469,OPERA LIMONE,26.697,Jul_20
105472,OPERA ARANCIO,11.085,Jul_20
105475,OXY FINE VIOLETTO,15.128,Jul_20
105493,SUPRONIL YELLOW LD-5928,11.75,Jul_20
105503,ASTACIN FINISH PS,40.6,Jul_20
105505,ASTACIN FINISH PUMN TF,40.2,Jul_20
100029,HM183,1.46,Jul_21
100041,PRIMAL SB100,2274.5,Jul_21
100094,ACRYSOL RM-825,150.1,Jul_21
100322,ICALAC SB 200,1641.777,Jul_21
100413,MELIO FOAM AX-03,79.65,Jul_21
101261,EUDERM NAPPA SOFT S 2,1036.173,Jul_21
104221,PRIMAL SB-150,1736.198,Jul_21
104523,ORANGE DHL,0.019,Jul_21
104541,CICLOESANONE *,1088.004,Jul_21
104555,FI-70-306,289.5,Jul_21
104572,ICALAC SB 215,885.7,Jul_21
104624,RODA CRYL 137,389.448,Jul_21
104625,RODA FEEL S 930,191.425,Jul_21
104634,RUBY DHL,0.02,Jul_21
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),182.821,Jul_21
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),38.88,Jul_21
104667,BINDER M-SM 118,2916.937,Jul_21
104672,MP1,11630.355,Jul_21
104673,SE W 11 CONC,325.7,Jul_21
104676,MELIO PROMUL AP-39 A,1881.839,Jul_21
104680,MEK-CLEANING SOLVENT,519.233,Jul_21
104690,DC65,46.764,Jul_21
104691,TOUCHMILL C/WS,371.15,Jul_21
104703,SMITFIX G 9058,4.3,Jul_21
104727,DILUENT NITRO GL,25435.15,Jul_21
104728,PRIMEX UD 32,286.315,Jul_21
104729,TRUMP FINISH 6311,41.218,Jul_21
104744,ISOLAC ORANGE,4.711,Jul_21
104745,ISOLAC GIALLO ORO,63.379,Jul_21
104746,ISOLAC LEMON LP,6.501,Jul_21
104747,ISOLAC OCRA,57.735,Jul_21
104748,ISOLAC BRUNO,8.477,Jul_21
104749,ISOLAC BRUNO ROSSO,64.912,Jul_21
104750,ISOLAC ROSSO,11.537,Jul_21
104752,ISOLAC VIOLETTO,110.361,Jul_21
104753,ISOLAC TURCHESE,41.009,Jul_21
104754,ISOLAC NERO,263.881,Jul_21
104756,BRITEX BLACK,84.879,Jul_21
104757,BRITEX BROWN,1.882,Jul_21
104767,CONTEX ZITRON,5.513,Jul_21
104769,CONTEX AMARANTO,3.439,Jul_21
104770,CONTEX BLUE MARINE,0.246,Jul_21
104771,CONTEX VERDE,10.129,Jul_21
104773,TO-VI-97,954.342,Jul_21
104798,CONTEX BRUNO V,3.43,Jul_21
104799,CONTEX NERO M,335.989,Jul_21
104800,CONTEX OCRA,9.847,Jul_21
104804,CONTEX ARANCIO ECP,0.491,Jul_21
104805,CONTEX FUCHSIA,1.928,Jul_21
104807,CONTEX BLU T,2.551,Jul_21
104808,CONTEX TURCHESE T,1.022,Jul_21
104824,NOVOLAC 750,9213.816,Jul_21
104846,RODA FEEL N 4,756.533,Jul_21
104847,RODA FEEL S 2081,82.723,Jul_21
104858,ISO PROPYLIC ALCOHOL,52,Jul_21
104867,BASEMASK 5000,1481.311,Jul_21
104873,EX-WT-42-511,11.8,Jul_21
104877,CRX S 75 / NT,687.344,Jul_21
104891,LS-64-256,1302.24,Jul_21
104910,RODA CARE 5754,600,Jul_21
104914,SAMIACEL LACCA 793,319,Jul_21
104923,TOP RT 10,211.029,Jul_21
104926,TOP 100 M,277.798,Jul_21
104928,RODA BASE 5615,1807.611,Jul_21
104929,RODA BASE RECO 8,6920.343,Jul_21
104931,BINDER M-PR 400,26660.37,Jul_21
104932,BINDER W 212,8651.41,Jul_21
104937,MELIO AQUABASE W-MN,388.2,Jul_21
104938,COMPACT HP3,7269.509,Jul_21
104939,AQUAFIX LUCIDO 555,4971.015,Jul_21
104944,RODA OIL KCF 673,940,Jul_21
104949,RODA BASE RECO 3,28.43,Jul_21
104959,EX-LS-64-468,285.185,Jul_21
104960,RODA LINK 5504/N,1252.923,Jul_21
104961,RODA PUR 65,4134.129,Jul_21
104962,RODA LEVELLER B-LM,249.336,Jul_21
104963,RODA CARE NL,3705.354,Jul_21
104964,RODA FIX 6271,5336.052,Jul_21
104965,RODA LINK C/70,785.73,Jul_21
104973,TFIX M 9562,2936.414,Jul_21
104988,RM 2510,820.71,Jul_21
104989,RM 1080,455.379,Jul_21
105008,BINDER M-RI 99,7157.994,Jul_21
105020,BASEMASK 5755/T2,1120,Jul_21
105026,RODA FIX 6271/C,1801.279,Jul_21
105027,RODA TEC AW,1472.967,Jul_21
105042,SAMIANIL CB ROSSO RP,2.09,Jul_21
105043,SAMIANIL CB BRUNO RP,14.041,Jul_21
105045,SAMIANIL CB NERO RP,4.068,Jul_21
105084,GEALUX QT,152.15,Jul_21
105086,EX WT 43 051,1177.2,Jul_21
105126,ANTIFOAM NS-165,48.035,Jul_21
105167,AQUABASE HP,375,Jul_21
105173,SMITFIX G 9631,3019.994,Jul_21
105175,SMITFIX G 9633,1128.79,Jul_21
105203,RODA FIX 6306,259.25,Jul_21
105205,HM-22-132,62.65,Jul_21
105218,FOUNDER ROLLER 2515,7840,Jul_21
105223,EXP AQ SYSTEM EF 91/8,3839.041,Jul_21
105255,MA-22-617,22.237,Jul_21
105256,XR-5525,48.413,Jul_21
105263,RODA FEEL 768/ N,43.025,Jul_21
105282,BUTYL CELLOSOLVE (BCS),188,Jul_21
105283,BUTYL CARBITOL (BC),374.247,Jul_21
105310,RODA LAC S 214/N,4027.899,Jul_21
105336,EX-SU-76-235,1512.119,Jul_21
105349,RODA FEEL S 2075,4.26,Jul_21
105369,RODA PUR ADX,23.1,Jul_21
105376,TOPCELL VOC FREE,413.118,Jul_21
105393,RODA FEEL KTA 950,313.67,Jul_21
105402,ICALAC SB1 MATT,221.2,Jul_21
105409,RODA GROUND RECO 5,104.436,Jul_21
105410,EX-WT-35-711,473.7,Jul_21
105455,OXY CAR CITRON HP,40.988,Jul_21
105457,OXY CAR MOGANO HP,48.002,Jul_21
105458,OXY CAR AMARANTH HP,57.641,Jul_21
105459,OXY CAR OCEAN BLUE HP,21.633,Jul_21
105460,OXY FINE BIANCO RD,5793.569,Jul_21
105461,OXY CAR BROWN VIOLET HP,753.15,Jul_21
105462,OPERA RUBINO,11.597,Jul_21
105463,OPERA VERDE,45.883,Jul_21
105464,OPERA NERO FR,969.076,Jul_21
105465,OPERA OCRA DL,2223.894,Jul_21
105466,OPERA ROSSO DL,238.398,Jul_21
105467,OPERA BRUNO DL,374.631,Jul_21
105468,OPERA GIALLO,420.154,Jul_21
105469,OPERA LIMONE,543.046,Jul_21
105470,OPERA TURCHESE,81.712,Jul_21
105471,OPERA PORPORA,323.119,Jul_21
105472,OPERA ARANCIO,30.345,Jul_21
105473,OPERA BLU,215.955,Jul_21
105474,OXY CAR BORDEAUX HP,14.676,Jul_21
105475,OXY FINE VIOLETTO,31.843,Jul_21
105476,OPERA VINACCIA,176.507,Jul_21
105492,SELLA DERM YELLOW M2,9.751,Jul_21
105513,ISOLAC BIANCO N LP,30.147,Jul_21
105515,SAMIACEL OPACO 813 ET,1757.045,Jul_21
105516,RODA CARE HB-B,331.6,Jul_21
105533,SAMIACEL LACCA 793 ET,504.431,Jul_21
105534,SAMIACEL MACCHIA 3338 ET,353.942,Jul_21
105535,OPERA MANDARINO,11.06,Jul_21
105545,RODA WAX 4092,32.747,Jul_21
105547,SELLA DERM LIGHT BLUE M2,0.18,Jul_21
105548,SELLA DERM FUCHSIA M2,0.5,Jul_21
105549,SELLA DERM ORANGE M2,0.654,Jul_21
105550,RODA PUR K 312/F,264.78,Jul_21
105554,RODA LAC ON 3050-N3,39.245,Jul_21
105559,RODA BASE AF-B/N,346.828,Jul_21
105621,RODA WAX KCF 604/N,243.65,Jul_21
100047,ROSILK 2229,35.6,Jul_22
100094,ACRYSOL RM-825,119.5,Jul_22
100322,ICALAC SB 200,1117.627,Jul_22
100413,MELIO FOAM AX-03,55.8,Jul_22
101261,EUDERM NAPPA SOFT S 2,1529.1,Jul_22
104523,ORANGE DHL,0.04,Jul_22
104528,BI-372,63.896,Jul_22
104531,BLUE DHL,0.687,Jul_22
104541,CICLOESANONE *,664.129,Jul_22
104555,FI-70-306,362.097,Jul_22
104572,ICALAC SB 215,913,Jul_22
104624,RODA CRYL 137,135.297,Jul_22
104625,RODA FEEL S 930,55.134,Jul_22
104634,RUBY DHL,0.24,Jul_22
104642,TOLUENE,34.116,Jul_22
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),15.15,Jul_22
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),280.09,Jul_22
104672,MP1,2917.207,Jul_22
104676,MELIO PROMUL AP-39 A,1121.967,Jul_22
104680,MEK-CLEANING SOLVENT,525,Jul_22
104690,DC65,3.485,Jul_22
104691,TOUCHMILL C/WS,32.24,Jul_22
104703,SMITFIX G 9058,16.21,Jul_22
104727,DILUENT NITRO GL,20045.027,Jul_22
104729,TRUMP FINISH 6311,123.9,Jul_22
104744,ISOLAC ORANGE,2.393,Jul_22
104745,ISOLAC GIALLO ORO,51.423,Jul_22
104746,ISOLAC LEMON LP,20.955,Jul_22
104747,ISOLAC OCRA,61.542,Jul_22
104748,ISOLAC BRUNO,36.169,Jul_22
104749,ISOLAC BRUNO ROSSO,26.152,Jul_22
104750,ISOLAC ROSSO,9.346,Jul_22
104752,ISOLAC VIOLETTO,67.308,Jul_22
104753,ISOLAC TURCHESE,74.783,Jul_22
104754,ISOLAC NERO,189.239,Jul_22
104756,BRITEX BLACK,8.964,Jul_22
104757,BRITEX BROWN,4.368,Jul_22
104769,CONTEX AMARANTO,0.13,Jul_22
104773,TO-VI-97,406.857,Jul_22
104804,CONTEX ARANCIO ECP,0.1,Jul_22
104824,NOVOLAC 750,1344.357,Jul_22
104845,RODA FIX 5180 DULL,45.5,Jul_22
104846,RODA FEEL N 4,688.432,Jul_22
104847,RODA FEEL S 2081,2.7,Jul_22
104858,ISO PROPYLIC ALCOHOL,5,Jul_22
104867,BASEMASK 5000,362.898,Jul_22
